36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,154,36,36,36,36,36,36,36,36,36,36,36,66,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,66,66,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,100,100,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,95,97,36,36,36,36,100,100,100,100,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,66,36,36,125,126,96,97,36,36,36,100,100,36,36,95,96,97,36,36,36,36,36,36,36,36
36,36,36,36,100,36,36,36,125,126,126,127,36,36,36,36,36,36,36,125,126,126,96,97,36,36,36,36,36,36
36,36,36,100,100,100,36,36,155,126,126,127,36,36,36,36,36,36,36,155,156,126,126,127,36,36,36,36,36,36
36,36,36,36,100,100,100,36,36,155,156,157,36,36,36,36,36,36,36,36,36,155,156,157,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,34,36,36,36,36,36,36,36,36,34,36,36,36,36,36,36,36,66,36,36,36
36,36,36,36,36,36,36,36,36,34,36,36,36,216,216,36,36,36,34,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,34,36,36,36,36,36,36,36,36,34,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,66,36,36,34,36,216,36,212,212,36,216,36,34,36,36,36,36,36,66,36,36,36,36,36
36,36,36,36,36,36,36,36,36,34,36,216,36,212,212,36,216,36,34,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,34,36,36,36,36,36,36,36,36,34,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,34,36,36,36,216,216,36,36,36,34,36,36,36,36,36,36,100,36,36,36,36
36,36,36,36,36,36,36,36,36,34,36,36,36,36,36,36,36,36,34,36,36,36,36,100,100,100,100,36,36,36
36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,34,34,36,36,36,100,100,100,100,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,100,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,66,36,36,36,36,36,36,36,36,36,36,36,36,36,36,154,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,66,36,36,36,36,100,36,36,36,36,36,36,36,95,96,96,97,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,100,100,100,100,100,36,36,36,95,126,126,126,157,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,100,100,36,36,36,36,155,126,126,127,36,36,36,154,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,155,156,157,36,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
