107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
107,107,107,47,50,50,50,50,50,52,239,239,239,239,47,50,50,50,50,50,52,47,49,50,50,50,50,52,107,107
107,107,107,53,54,54,54,54,54,55,137,238,141,142,53,54,54,54,54,54,55,53,54,54,54,54,54,55,107,107
107,107,107,25,26,26,26,26,26,27,138,107,171,172,25,26,26,26,26,26,27,25,26,26,26,26,26,27,107,107
107,107,107,235,236,236,236,236,236,237,139,107,107,107,235,236,236,236,236,236,237,235,236,236,236,236,236,237,107,107
107,107,107,85,85,85,144,145,146,85,140,107,107,107,86,86,86,86,86,86,85,232,202,202,202,202,202,232,107,107
107,107,107,83,58,83,174,175,176,82,107,107,107,107,86,83,83,83,83,83,82,200,201,202,167,202,167,232,107,107
107,107,107,113,59,113,204,205,206,113,107,107,107,107,86,58,83,117,118,119,82,232,169,202,168,202,168,232,107,107
107,107,107,107,107,107,107,107,107,107,107,107,107,107,113,59,113,147,205,149,113,203,170,203,203,203,203,203,107,107
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,77,77,77,107,107,107,107,107,107,107,107
107,107,47,49,50,50,50,50,50,50,52,107,107,107,107,107,107,107,107,77,77,77,107,47,50,50,50,50,52,107
107,107,53,54,54,54,54,54,54,54,55,107,107,107,107,107,107,107,107,77,77,77,107,53,54,54,54,54,55,107
107,107,25,26,26,26,26,26,26,26,27,107,107,107,107,107,107,107,107,77,77,77,107,25,26,26,26,26,27,107
107,107,235,236,236,236,236,236,236,236,237,107,107,107,107,107,107,107,107,77,77,77,107,25,26,26,26,26,27,107
107,107,86,86,86,86,86,86,86,86,85,47,50,50,50,50,50,52,107,77,77,77,107,25,26,26,26,26,27,107
107,107,82,167,82,167,82,167,82,167,82,53,54,54,54,54,54,55,107,77,77,77,107,25,26,26,26,26,27,107
107,107,82,168,82,168,82,168,82,168,82,25,26,26,26,26,26,27,107,77,77,77,107,25,26,26,26,26,27,107
107,107,83,83,83,83,83,83,83,83,82,235,236,236,236,236,236,237,107,77,77,77,107,25,26,26,26,26,27,107
107,107,83,143,83,197,198,199,200,201,82,86,86,85,144,145,146,85,107,77,77,77,107,235,236,236,236,236,237,107
107,107,82,173,83,58,83,177,178,179,82,83,58,82,174,175,176,82,107,77,77,77,107,135,135,135,135,135,135,107
107,107,113,203,113,59,113,207,208,209,114,113,59,113,204,205,206,113,107,77,77,77,107,135,167,167,167,167,135,107
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,77,77,77,107,135,168,168,168,168,135,107
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,77,77,77,107,421,421,421,421,421,421,107
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,77,77,77,107,107,107,107,107,107,107,107
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,77,77,77,107,107,107,107,107,107,107,107
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,77,77,77,107,107,107,107,107,107,107,107
